7.724,13.972,0.000
11.191,12.835,0.000
9.122,16.135,0.000
13.421,9.070,0.000
7.454,15.449,0.000
10.787,10.726,0.000
11.326,10.904,0.000
8.393,13.843,0.000
11.264,9.412,0.000
10.474,12.722,0.000
12.740,9.668,0.000
9.858,12.293,0.000
8.367,13.325,0.000
10.896,14.581,0.000
8.238,14.524,0.000
9.244,12.861,0.000
12.750,10.186,0.000
11.555,10.958,0.000
5.151,14.950,0.000
7.104,14.966,0.000
11.483,12.047,0.000
10.722,12.543,0.000
6.648,13.656,0.000
11.092,13.016,0.000
10.793,13.995,0.000
8.463,12.523,0.000
9.510,11.919,0.000
9.523,14.401,0.000
9.063,16.161,0.000
11.428,10.091,0.000
7.999,13.279,0.000
10.771,11.981,0.000
12.147,11.638,0.000
10.467,10.243,0.000
11.753,12.466,0.000
10.665,12.401,0.000
9.435,11.261,0.000
11.434,11.111,0.000
8.590,14.865,0.000
10.965,11.514,0.000
12.325,11.444,0.000
12.565,10.800,0.000
11.554,14.090,0.000
12.008,10.523,0.000
12.253,10.314,0.000
10.863,13.540,0.000
12.922,11.064,0.000
12.045,10.658,0.000
8.685,14.865,0.000
12.578,9.928,0.000
11.981,11.333,0.000
12.939,8.946,0.000
8.728,12.977,0.000
10.453,12.905,0.000
10.321,12.031,0.000
12.115,9.972,0.000
9.014,12.233,0.000
8.465,14.129,0.000
11.190,12.645,0.000
12.972,11.896,0.000
13.026,10.337,0.000
12.239,11.578,0.000
11.483,12.071,0.000
10.885,8.159,0.000
9.179,13.204,0.000
8.121,13.327,0.000
10.037,13.380,0.000
7.122,14.598,0.000
12.660,9.450,0.000
10.090,11.482,0.000
11.017,9.030,0.000
9.597,13.668,0.000
9.378,13.169,0.000
9.588,12.555,0.000
9.837,11.770,0.000
8.518,12.826,0.000
7.022,14.344,0.000
12.078,11.528,0.000
10.371,11.959,0.000
10.855,9.420,0.000
6.094,16.100,0.000
14.590,9.950,0.000
8.953,15.022,0.000
10.101,11.110,0.000
9.388,11.724,0.000
12.005,10.824,0.000
9.549,13.462,0.000
8.828,13.782,0.000
11.008,11.141,0.000
12.466,10.136,0.000
8.339,14.014,0.000
7.601,14.021,0.000
10.113,12.762,0.000
11.449,10.989,0.000
9.053,12.073,0.000
9.317,13.327,0.000
13.989,10.306,0.000
11.260,11.266,0.000
12.398,8.666,0.000
14.017,10.648,0.000
8.265,12.848,0.000
10.151,12.788,0.000
9.136,14.103,0.000
8.321,12.245,0.000
10.004,13.177,0.000
10.810,11.718,0.000
7.891,14.356,0.000
10.639,12.371,0.000
9.376,12.760,0.000
13.047,9.182,0.000
13.925,6.846,0.000
10.009,10.821,0.000
7.704,16.286,0.000
9.946,13.858,0.000
12.380,10.058,0.000
9.330,12.967,0.000
10.475,13.266,0.000
10.351,13.214,1.000
10.130,11.457,1.000
10.240,10.704,1.000
8.675,9.823,1.000
9.508,10.732,1.000
10.071,13.340,1.000
7.225,10.903,1.000
9.786,16.311,1.000
8.725,12.436,1.000
12.841,13.572,1.000
8.188,12.597,1.000
8.550,13.040,1.000
8.263,12.727,1.000
10.951,15.714,1.000
11.399,14.381,1.000
11.491,14.991,1.000
12.934,17.372,1.000
7.739,8.903,1.000
10.915,13.096,1.000
10.276,13.313,1.000
12.130,11.900,1.000
11.676,11.145,1.000
10.677,14.452,1.000
10.305,13.852,1.000
10.488,14.050,1.000
12.435,13.607,1.000
8.251,12.293,1.000
11.878,12.645,1.000
11.474,15.709,1.000
10.618,13.486,1.000
9.259,13.394,1.000
9.560,11.862,1.000
8.427,11.763,1.000
9.089,13.640,1.000
9.365,11.487,1.000
10.861,10.288,1.000
12.551,13.530,1.000
9.093,9.965,1.000
13.018,13.752,1.000
10.136,12.222,1.000
11.498,11.638,1.000
8.402,11.319,1.000
7.504,12.931,1.000
10.879,10.328,1.000
12.474,14.004,1.000
10.446,12.415,1.000
12.408,13.151,1.000
5.712,7.289,1.000
8.873,11.918,1.000
8.377,12.068,1.000
9.764,9.566,1.000
8.219,12.191,1.000
10.631,12.338,1.000
7.792,10.457,1.000
7.849,11.593,1.000
6.610,10.971,1.000
10.759,12.969,1.000
7.972,12.580,1.000
11.127,14.409,1.000
13.332,16.501,1.000
10.448,13.717,1.000
10.143,11.633,1.000
10.773,12.706,1.000
9.350,12.031,1.000
9.511,10.447,1.000
9.266,13.512,1.000
11.374,14.852,1.000
10.352,12.693,1.000
7.668,12.366,1.000
11.945,13.430,1.000
6.286,9.181,1.000
6.471,11.139,1.000
8.088,10.189,1.000
12.955,15.181,1.000
10.162,13.078,1.000
8.101,12.394,1.000
12.382,14.758,1.000
9.621,12.644,1.000
9.786,10.590,1.000
8.763,11.865,1.000
10.232,12.760,1.000
10.038,12.668,1.000
11.281,12.035,1.000
8.849,14.321,1.000
9.712,14.557,1.000
12.991,15.163,1.000
9.558,13.356,1.000
11.938,13.612,1.000
8.548,12.125,1.000
10.636,12.083,1.000
10.691,12.429,1.000
11.873,14.220,1.000
9.605,11.198,1.000
10.452,13.771,1.000
9.213,11.535,1.000
10.330,11.673,1.000
11.403,14.479,1.000
8.908,12.683,1.000
10.711,14.845,1.000
9.408,10.268,1.000
8.925,11.557,1.000
3.208,7.772,1.000
12.426,14.411,1.000
12.277,12.784,1.000
7.932,11.676,1.000
11.980,11.776,1.000
9.118,11.359,1.000
8.984,11.755,1.000
8.391,13.148,1.000
11.582,13.339,1.000
12.532,12.010,1.000
7.196,12.136,1.000
10.007,12.132,1.000
7.354,10.422,1.000
6.950,11.403,1.000
14.382,16.555,1.000
8.205,11.642,1.000
10.784,14.026,1.000
10.242,12.091,1.000
9.860,12.787,1.000
9.577,12.730,1.000
8.780,9.851,1.000
8.758,13.695,1.000
8.066,12.583,1.000
13.328,15.051,1.000
10.049,11.386,1.000
6.737,10.177,1.000
9.908,12.764,1.000
11.855,13.824,1.000
9.463,10.071,1.000
11.608,13.942,1.000
8.046,11.308,1.000
9.168,11.577,1.000
8.598,11.219,1.000
9.127,12.209,1.000
9.261,12.930,1.000
11.396,12.230,1.000
8.049,12.035,1.000
11.389,12.553,1.000
11.578,14.164,1.000
10.370,13.369,1.000
11.103,12.034,1.000
9.621,11.256,1.000
9.984,10.108,1.000
10.507,14.274,1.000
13.820,16.163,1.000
11.782,11.041,1.000
10.770,13.017,1.000
8.812,10.877,1.000
10.211,12.197,1.000
9.396,11.922,1.000
9.633,12.218,1.000
9.096,13.756,1.000
7.618,9.019,1.000
10.415,14.738,1.000
13.669,12.460,1.000
9.615,15.351,1.000
6.588,7.360,1.000
6.332,11.755,1.000
9.642,13.410,1.000
11.192,15.752,1.000
8.674,12.236,1.000
10.435,12.966,1.000
8.977,12.543,1.000
11.852,13.937,1.000
13.026,13.799,1.000
10.840,16.860,1.000
9.951,10.920,1.000
7.572,11.114,1.000
14.228,16.309,1.000
12.878,16.137,1.000
8.798,10.852,1.000
7.590,12.923,1.000
7.222,11.054,1.000
8.743,10.297,1.000
11.802,13.464,1.000
7.900,11.668,1.000
10.594,12.518,1.000
10.732,13.207,1.000
11.502,15.168,1.000
12.590,14.289,1.000
7.606,11.680,1.000
8.475,11.343,1.000
8.800,12.488,1.000
8.098,10.462,1.000
7.427,11.759,1.000
13.725,13.630,1.000
9.572,13.255,1.000
9.073,11.411,1.000
10.322,12.163,1.000
11.412,12.256,1.000
12.727,16.067,1.000
10.446,11.201,1.000
9.428,13.338,1.000
7.744,13.281,1.000
11.556,16.216,1.000
12.269,14.441,1.000
10.461,12.242,1.000
10.274,11.385,1.000
8.708,12.431,1.000
